TransactionID,TransactionDate,StoreID,ProductID,CustomerID,Channel,Quantity,UnitPrice,GrossSales,DiscountAmount,NetSales,COGS,GrossMargin,PaymentMethod
T0010314,11-04-2025,S001,P0166,C02578,In-Store,1,45.88,45.88,0,45.88,34.36,11.52,Card
T0010315,22-06-2025,S020,P0164,C04345,In-Store,2,59.99,119.98,0,119.98,75.66,44.32,UPI
T0010316,28-07-2024,S003,P0067,C00766,Online,1,3.91,3.91,0,3.91,3.1,0.81,UPI
T0010317,20-12-2024,S028,P0129,,In-Store,4,4.05,16.2,1.3,14.9,12.12,2.78,Card
T0010318,21-07-2024,S024,P0161,C01855,In-Store,1,22,22,0,22,16.13,5.87,UPI
T0010319,09-04-2025,S010,P0040,C03468,In-Store,6,3.29,19.74,0,19.74,15.24,4.5,Card
T0010320,06-02-2024,S029,P0021,C01357,In-Store,4,2.02,8.08,0,8.08,4.8,3.28,Card
T0010321,14-01-2024,S028,P0063,,In-Store,2,4.59,9.18,0,9.18,6.86,2.32,Card
T0010322,30-09-2025,S022,P0130,C03210,In-Store,6,4.61,27.66,0,27.66,21,6.66,Cash
T0010323,09-06-2025,S023,P0134,C02390,Online,3,5.14,15.42,1.39,14.03,10.5,3.53,UPI
T0010324,25-08-2025,S018,P0019,C01671,In-Store,5,6.76,33.8,6.76,27.04,25.25,1.79,Cash
T0010325,07-10-2024,S008,P0004,C03945,In-Store,1,11.84,11.84,0,11.84,8.36,3.48,Card
T0010326,28-10-2025,S015,P0013,,In-Store,2,3.88,7.76,0,7.76,6.04,1.72,Card
T0010327,12-03-2025,S027,P0051,,In-Store,1,6.76,6.76,0,6.76,4.75,2.01,Card
T0010328,04-02-2024,S024,P0101,C04695,In-Store,2,1.79,3.58,0,3.58,2.5,1.08,UPI
T0010329,21-10-2025,S010,P0054,C03073,In-Store,2,2.18,4.36,0,4.36,2.84,1.52,Cash
T0010330,11-12-2024,S024,P0058,C00184,In-Store,5,6.24,31.2,0,31.2,20.45,10.75,Cash
T0010331,26-01-2024,S009,P0051,C04825,In-Store,5,6.76,33.8,0,33.8,23.75,10.05,Cash
T0010332,15-04-2025,S004,P0165,,In-Store,2,46.17,92.34,0,92.34,72.54,19.8,Card
T0010333,19-01-2025,S009,P0061,C01109,In-Store,1,1.77,1.77,0,1.77,1.34,0.43,Card
T0010334,11-02-2024,S010,P0070,C04518,In-Store,2,1.04,2.08,0,2.08,1.4,0.68,Card
T0010335,11-05-2024,S001,P0066,C01963,Online,2,7.75,15.5,2.02,13.48,9.52,3.96,Card
T0010336,11-07-2024,S029,P0156,C01023,In-Store,2,23.24,46.48,0,46.48,29.32,17.16,Card
T0010337,12-10-2025,S027,P0031,,In-Store,4,4.37,17.48,0,17.48,11,6.48,UPI
T0010338,21-06-2025,S015,P0021,C01681,In-Store,4,2.02,8.08,0,8.08,4.8,3.28,Card
T0010339,12-07-2025,S009,P0150,C01560,In-Store,3,3.73,11.19,0,11.19,6.57,4.62,Card
T0010340,18-09-2024,S003,P0148,C02687,In-Store,6,3.33,19.98,0,19.98,13.08,6.9,Card
T0010341,06-04-2025,S025,P0128,,In-Store,1,1.84,1.84,0.22,1.62,1.21,0.41,Card
T0010342,27-06-2024,S023,P0143,C01536,In-Store,6,1,6,0,6,4.8,1.2,Card
T0010343,17-05-2025,S013,P0048,C02120,In-Store,6,7.74,46.44,0,46.44,36.72,9.72,Cash
T0010344,09-09-2024,S004,P0098,C04823,In-Store,3,4.68,14.04,2.81,11.23,11.01,0.22,Card
T0010345,28-09-2024,S022,P0016,C00706,In-Store,2,3.81,7.62,0,7.62,5.18,2.44,UPI
T0010346,16-07-2025,S003,P0078,C00015,In-Store,1,4.53,4.53,0,4.53,2.53,2,Cash
T0010347,22-06-2025,S007,P0072,C04625,In-Store,1,6.88,6.88,0,6.88,4.4,2.48,UPI
T0010348,13-11-2024,S012,P0115,C01220,In-Store,1,3.78,3.78,0,3.78,2.96,0.82,Card
T0010349,24-04-2025,S030,P0151,C00214,In-Store,1,55.81,55.81,7.81,48,42.16,5.84,Card
T0010350,25-09-2025,S027,P0178,C03457,In-Store,2,45.86,91.72,0,91.72,64.4,27.32,Card
T0010351,14-08-2025,S021,P0167,C01275,Online,1,54.3,54.3,5.43,48.87,34.29,14.58,Wallet
T0010352,10-12-2024,S004,P0074,,In-Store,1,5.99,5.99,0,5.99,3.71,2.28,Cash
T0010353,07-08-2025,S020,P0010,C02844,In-Store,2,2.12,4.24,0,4.24,2.64,1.6,UPI
T0010354,10-12-2024,S018,P0109,C03938,In-Store,4,3.82,15.28,0,15.28,9.68,5.6,Cash
T0010355,27-03-2025,S008,P0180,C03162,In-Store,1,48.07,48.07,7.69,40.38,27.46,12.92,Cash
T0010356,03-01-2025,S001,P0090,C02102,Online,3,7.59,22.77,3.64,19.13,14.88,4.25,Card
T0010357,20-08-2024,S019,P0083,C00720,In-Store,3,7.73,23.19,0,23.19,13.05,10.14,Card
T0010358,18-09-2025,S015,P0089,C03742,In-Store,2,4.42,8.84,2.03,6.81,6.96,-0.15,Card
T0010359,01-08-2024,S030,P0080,C00391,Online,3,6.18,18.54,0,18.54,14.37,4.17,UPI
T0010360,26-06-2024,S004,P0171,C01762,In-Store,2,17.89,35.78,0,35.78,20.08,15.7,Cash
T0010361,20-02-2024,S007,P0057,C02045,In-Store,5,7.25,36.25,0,36.25,24.7,11.55,Card
T0010362,25-06-2024,S021,P0160,C02638,In-Store,2,32.57,65.14,0,65.14,40.86,24.28,Card
T0010363,19-04-2025,S018,P0177,C00099,In-Store,2,19.4,38.8,5.04,33.76,27.38,6.38,UPI
T0010364,23-10-2024,S022,P0096,C02666,In-Store,1,5.91,5.91,0.95,4.96,4.64,0.32,Card
T0010365,25-06-2024,S028,P0020,C01673,In-Store,4,4.76,19.04,0,19.04,12.88,6.16,Card
T0010366,02-07-2025,S030,P0173,C04975,In-Store,2,53.66,107.32,0,107.32,72.22,35.1,Card
T0010367,11-06-2025,S008,P0147,C01165,In-Store,5,5.41,27.05,0,27.05,15.75,11.3,Cash
T0010368,18-11-2024,S012,P0141,C01087,In-Store,6,2.78,16.68,1.5,15.18,10.62,4.56,UPI
T0010369,05-04-2025,S012,P0163,C03331,In-Store,1,36.11,36.11,0,36.11,26.05,10.06,Cash
T0010370,14-12-2024,S020,P0103,C00120,In-Store,4,7.75,31,0,31,20.8,10.2,Card
T0010371,22-09-2024,S009,P0148,C02125,Online,3,3.33,9.99,0,9.99,6.54,3.45,Card
T0010372,11-02-2025,S001,P0091,C03302,In-Store,1,7.03,7.03,0,7.03,5.09,1.94,Wallet
T0010373,26-07-2024,S007,P0156,C02704,In-Store,1,23.24,23.24,4.42,18.82,14.66,4.16,Card
T0010374,29-10-2024,S022,P0119,C02837,In-Store,1,6.03,6.03,0,6.03,4.32,1.71,Card
T0010375,23-01-2024,S006,P0083,C00410,In-Store,1,7.73,7.73,0,7.73,4.35,3.38,Card
T0010376,28-09-2024,S013,P0043,C00278,In-Store,4,2.42,9.68,0,9.68,7.56,2.12,Card
T0010377,14-07-2024,S023,P0044,C00516,In-Store,4,7.73,30.92,0,30.92,21.12,9.8,Card
T0010378,06-01-2025,S004,P0178,C00306,In-Store,2,45.86,91.72,0,91.72,64.4,27.32,UPI
T0010379,25-08-2025,S013,P0122,C00301,In-Store,2,3.68,7.36,0.96,6.4,5.34,1.06,Card
T0010380,10-04-2025,S019,P0071,C01812,In-Store,2,4.3,8.6,1.38,7.22,6.82,0.4,Card
T0010381,03-08-2024,S012,P0166,C02180,Online,2,45.88,91.76,2.75,89.01,68.72,20.29,UPI
T0010382,19-03-2024,S012,P0047,C00457,In-Store,3,1.33,3.99,0,3.99,3.15,0.84,Card
T0010383,19-05-2025,S004,P0130,C05000,In-Store,2,4.61,9.22,0,9.22,7,2.22,Card
T0010384,21-01-2025,S017,P0071,C01860,In-Store,1,4.3,4.3,0.64,3.66,3.41,0.25,UPI
T0010385,17-02-2025,S002,P0103,C03877,In-Store,3,7.75,23.25,0,23.25,15.6,7.65,UPI
T0010386,08-02-2025,S008,P0016,C03778,In-Store,3,3.81,11.43,0,11.43,7.77,3.66,UPI
T0010387,03-10-2024,S006,P0080,,In-Store,3,6.18,18.54,0,18.54,14.37,4.17,UPI
T0010388,10-04-2025,S013,P0044,C02354,In-Store,6,7.73,46.38,0,46.38,31.68,14.7,Cash
T0010389,07-10-2024,S029,P0081,C03713,In-Store,3,5.6,16.8,0,16.8,9.69,7.11,UPI
T0010390,20-07-2024,S015,P0105,,In-Store,1,3.96,3.96,0.08,3.88,2.73,1.15,UPI
T0010391,27-03-2025,S029,P0119,C02633,Online,1,6.03,6.03,0.84,5.19,4.32,0.87,UPI
T0010392,25-06-2024,S011,P0141,C01567,In-Store,1,2.78,2.78,0,2.78,1.77,1.01,Card
T0010393,06-01-2025,S023,P0141,C03254,In-Store,6,2.78,16.68,0,16.68,10.62,6.06,Card
T0010394,04-09-2024,S016,P0015,C01535,In-Store,4,8.73,34.92,9.08,25.84,19.84,6,Cash
T0010395,03-12-2024,S018,P0006,C04695,In-Store,5,5.43,27.15,0,27.15,19.7,7.45,UPI
T0010396,16-08-2025,S006,P0160,C00170,Online,1,32.57,32.57,0,32.57,20.43,12.14,Card
T0010397,30-11-2024,S027,P0133,C03073,In-Store,3,7.37,22.11,3.76,18.35,12.15,6.2,UPI
T0010398,17-06-2025,S001,P0025,,In-Store,5,8.09,40.45,0,40.45,23.75,16.7,UPI
T0010399,09-06-2025,S024,P0060,C02558,In-Store,2,4.91,9.82,0,9.82,5.5,4.32,Card
T0010400,17-06-2024,S015,P0007,C03840,In-Store,3,2.45,7.35,0,7.35,4.05,3.3,Cash
T0010401,29-11-2024,S013,P0167,C00251,In-Store,2,54.3,108.6,0,108.6,68.58,40.02,Wallet
T0010402,22-06-2024,S010,P0173,C00630,In-Store,2,53.66,107.32,0,107.32,72.22,35.1,Card
T0010403,01-02-2025,S004,P0086,C01614,In-Store,1,6.41,6.41,0,6.41,3.9,2.51,UPI
T0010404,12-02-2025,S007,P0178,C02926,Online,2,45.86,91.72,0,91.72,64.4,27.32,Card
T0010405,21-06-2025,S025,P0073,C01188,In-Store,3,4.37,13.11,0,13.11,9.78,3.33,UPI
T0010406,07-08-2025,S021,P0046,,In-Store,4,1.74,6.96,0,6.96,4.08,2.88,UPI
T0010407,05-05-2025,S001,P0063,C02174,In-Store,2,4.59,9.18,0,9.18,6.86,2.32,Card
T0010408,13-05-2025,S027,P0017,C03030,In-Store,1,9.37,9.37,0,9.37,5.53,3.84,Cash
T0010409,22-07-2024,S007,P0075,,In-Store,2,6.38,12.76,0,12.76,7.02,5.74,Card
T0010410,01-10-2025,S016,P0015,C02445,In-Store,2,8.73,17.46,0,17.46,9.92,7.54,Cash
T0010411,21-05-2024,S004,P0117,C04606,In-Store,1,4.48,4.48,0,4.48,2.77,1.71,Cash
T0010412,25-10-2024,S006,P0054,C02691,In-Store,6,2.18,13.08,0,13.08,8.52,4.56,Card
T0010413,11-09-2025,S030,P0098,C04144,In-Store,3,4.68,14.04,0,14.04,11.01,3.03,UPI
T0010414,27-09-2025,S007,P0175,C01036,In-Store,1,54.26,54.26,0,54.26,36.23,18.03,Cash
T0010415,19-09-2024,S025,P0001,C04775,Online,4,7.44,29.76,0,29.76,19.48,10.28,Card
T0010416,07-10-2025,S018,P0096,C04458,In-Store,3,5.91,17.73,2.66,15.07,13.92,1.15,Card
T0010417,31-08-2025,S024,P0160,C04436,In-Store,2,32.57,65.14,0,65.14,40.86,24.28,UPI
T0010418,03-05-2025,S028,P0074,C03170,In-Store,2,5.99,11.98,0,11.98,7.42,4.56,Card
T0010419,17-12-2024,S026,P0067,C02070,In-Store,2,3.91,7.82,0,7.82,6.2,1.62,Cash
T0010420,23-09-2025,S007,P0131,C01781,In-Store,3,3.23,9.69,0,9.69,7.35,2.34,Card
T0010421,21-10-2025,S025,P0114,C02570,Online,3,7.25,21.75,4.78,16.97,12.36,4.61,Card
T0010422,18-07-2024,S027,P0099,C01118,Online,4,3.58,14.32,1.58,12.74,9.56,3.18,Cash
T0010423,05-12-2024,S018,P0068,C02867,In-Store,3,6.08,18.24,4.01,14.23,10.35,3.88,Cash
T0010424,04-04-2025,S026,P0118,C04508,In-Store,4,1.87,7.48,0,7.48,4.64,2.84,Card
T0010425,27-08-2025,S006,P0091,C04080,Online,1,7.03,7.03,0,7.03,5.09,1.94,Cash
T0010426,27-01-2024,S009,P0069,C03186,In-Store,1,2.93,2.93,0,2.93,1.94,0.99,Cash
T0010427,17-11-2024,S011,P0143,C01841,In-Store,3,1,3,0,3,2.4,0.6,Card
T0010428,28-03-2024,S029,P0046,C00068,In-Store,5,1.74,8.7,0.61,8.09,5.1,2.99,Card
T0010429,14-09-2025,S016,P0067,C01047,In-Store,3,3.91,11.73,0,11.73,9.3,2.43,Cash
T0010430,27-06-2024,S009,P0086,C03939,Online,2,6.41,12.82,0,12.82,7.8,5.02,Cash
T0010431,26-04-2024,S004,P0079,,In-Store,3,6.62,19.86,1.79,18.07,15.63,2.44,Card
T0010432,13-04-2025,S004,P0044,C04697,In-Store,5,7.73,38.65,0,38.65,26.4,12.25,UPI
T0010433,09-06-2024,S008,P0179,C01724,Online,2,38.56,77.12,0,77.12,59.42,17.7,Cash
T0010434,19-05-2024,S010,P0066,C02304,In-Store,2,7.75,15.5,0,15.5,9.52,5.98,Card
T0010435,03-10-2024,S010,P0163,,In-Store,1,36.11,36.11,0,36.11,26.05,10.06,Card
T0010436,20-08-2024,S011,P0116,C01248,In-Store,4,1.11,4.44,0,4.44,2.6,1.84,UPI
T0010437,26-07-2025,S003,P0171,C00314,In-Store,2,17.89,35.78,0,35.78,20.08,15.7,Card
T0010438,25-01-2025,S024,P0152,C03387,In-Store,2,50.51,101.02,0,101.02,67.48,33.54,Card
T0010439,27-12-2024,S001,P0025,C02967,In-Store,3,8.09,24.27,0,24.27,14.25,10.02,Card
T0010440,12-06-2024,S009,P0076,,In-Store,2,6.65,13.3,0,13.3,8.92,4.38,UPI
T0010441,23-08-2024,S001,P0001,C03608,In-Store,3,7.44,22.32,0,22.32,14.61,7.71,UPI
T0010442,28-05-2025,S013,P0038,C03264,In-Store,2,7.9,15.8,0,15.8,9.14,6.66,Cash
T0010443,22-11-2024,S002,P0043,,In-Store,5,2.42,12.1,0,12.1,9.45,2.65,UPI
T0010444,21-08-2025,S029,P0081,C04226,Online,3,5.6,16.8,0,16.8,9.69,7.11,Card
T0010445,09-07-2025,S009,P0057,C02978,In-Store,2,7.25,14.5,2.17,12.33,9.88,2.45,Card
T0010446,13-12-2024,S005,P0123,C03385,Online,3,7.57,22.71,0,22.71,12.9,9.81,UPI
T0010447,16-11-2024,S016,P0146,,In-Store,6,1.9,11.4,0,11.4,7.44,3.96,Card
T0010448,31-01-2024,S029,P0081,,In-Store,3,5.6,16.8,0,16.8,9.69,7.11,UPI
T0010449,06-04-2025,S013,P0011,C01417,In-Store,1,4.42,4.42,0,4.42,2.44,1.98,UPI
T0010450,09-09-2024,S003,P0020,C00813,Online,3,4.76,14.28,0,14.28,9.66,4.62,Card
T0010451,24-05-2025,S019,P0005,C02130,In-Store,3,10.45,31.35,0,31.35,18.57,12.78,Card
T0010452,29-07-2025,S024,P0118,C01287,In-Store,2,1.87,3.74,0.94,2.8,2.32,0.48,Card
T0010453,02-04-2025,S003,P0105,C02851,In-Store,3,3.96,11.88,2.49,9.39,8.19,1.2,Card
T0010454,01-10-2024,S004,P0172,C03511,In-Store,2,38.48,76.96,0,76.96,46.48,30.48,Card
T0010455,22-04-2025,S010,P0133,C00160,In-Store,6,7.37,44.22,0,44.22,24.3,19.92,Cash
T0010456,08-02-2024,S023,P0088,C04430,In-Store,3,5.02,15.06,0,15.06,11.82,3.24,Cash
T0010457,13-02-2025,S017,P0048,C03794,Online,5,7.74,38.7,6.19,32.51,30.6,1.91,Cash
T0010458,13-10-2024,S014,P0139,C03125,In-Store,2,2.82,5.64,0,5.64,3.66,1.98,Card
T0010459,22-03-2024,S022,P0170,C03141,In-Store,2,13.34,26.68,4.54,22.14,15.8,6.34,Card
T0010460,27-05-2025,S008,P0083,C01536,Online,3,7.73,23.19,0,23.19,13.05,10.14,Card
T0010461,10-06-2024,S010,P0011,C00902,In-Store,4,4.42,17.68,0,17.68,9.76,7.92,UPI
T0010462,23-03-2024,S022,P0110,C00127,In-Store,3,5.68,17.04,0,17.04,13.32,3.72,UPI
T0010463,11-02-2024,S008,P0081,C01749,In-Store,2,5.6,11.2,0,11.2,6.46,4.74,Card
T0010464,28-02-2024,S006,P0059,C02370,In-Store,6,5.72,34.32,0,34.32,20.28,14.04,Card
T0010465,04-06-2025,S008,P0064,C01232,In-Store,3,6.83,20.49,0,20.49,12.48,8.01,Cash
T0010466,11-02-2024,S012,P0001,C03498,In-Store,3,7.44,22.32,4.02,18.3,14.61,3.69,UPI
T0010467,19-01-2025,S014,P0085,C04027,Online,1,5.24,5.24,1,4.24,3.34,0.9,Card
T0010468,20-07-2024,S003,P0025,C04827,In-Store,5,8.09,40.45,0,40.45,23.75,16.7,Cash
T0010469,14-08-2025,S015,P0168,C01114,Online,1,44.06,44.06,0,44.06,32.87,11.19,Cash
T0010470,24-07-2024,S022,P0044,C00300,In-Store,2,7.73,15.46,0,15.46,10.56,4.9,Card
T0010471,08-05-2025,S008,P0012,C02400,In-Store,5,4.43,22.15,0,22.15,12.8,9.35,Cash
T0010472,18-08-2024,S011,P0039,C04623,In-Store,4,2.19,8.76,0,8.76,5.6,3.16,Card
T0010473,09-10-2025,S004,P0044,C03209,In-Store,5,7.73,38.65,0,38.65,26.4,12.25,Cash
T0010474,08-09-2025,S008,P0142,C03790,In-Store,5,2.14,10.7,1.39,9.31,7.35,1.96,Card
T0010475,26-10-2024,S008,P0160,C03292,In-Store,1,32.57,32.57,0,32.57,20.43,12.14,Card
T0010476,05-04-2024,S026,P0049,C02329,Online,5,7.57,37.85,0,37.85,25.25,12.6,Card
T0010477,14-07-2025,S006,P0036,C00695,In-Store,1,3.3,3.3,0,3.3,1.84,1.46,UPI
T0010478,14-08-2024,S002,P0117,C03191,In-Store,1,4.48,4.48,0,4.48,2.77,1.71,Card
T0010479,17-07-2025,S001,P0171,C00887,In-Store,2,17.89,35.78,0,35.78,20.08,15.7,Card
T0010480,23-04-2024,S013,P0009,C02289,In-Store,1,8.97,8.97,0,8.97,5.89,3.08,Card
T0010481,12-03-2024,S020,P0045,,In-Store,5,5.82,29.1,0,29.1,17.95,11.15,Card
T0010482,03-06-2025,S029,P0002,C02808,Online,4,10.57,42.28,0,42.28,23.6,18.68,Cash
T0010483,15-05-2025,S009,P0108,C00661,In-Store,3,5.25,15.75,0,15.75,9.93,5.82,Card
T0010484,06-03-2024,S002,P0043,C01494,Online,6,2.42,14.52,2.18,12.34,11.34,1,UPI
T0010485,13-04-2024,S003,P0124,C00455,In-Store,2,7.17,14.34,0,14.34,8.36,5.98,Card
T0010486,20-11-2024,S002,P0127,C02490,In-Store,4,2.36,9.44,0,9.44,5.92,3.52,Cash
T0010487,25-07-2025,S002,P0119,C00132,In-Store,2,6.03,12.06,0,12.06,8.64,3.42,Card
T0010488,28-09-2024,S018,P0012,C00324,In-Store,2,4.43,8.86,0,8.86,5.12,3.74,UPI
T0010489,23-07-2024,S015,P0084,C01354,Online,3,7.16,21.48,0,21.48,14.28,7.2,Card
T0010490,05-04-2025,S016,P0040,C01745,In-Store,5,3.29,16.45,0,16.45,12.7,3.75,Card
T0010491,07-01-2025,S011,P0087,C01485,Online,2,3.6,7.2,1.22,5.98,4.36,1.62,Cash
T0010492,18-09-2024,S006,P0041,C00463,In-Store,3,2.26,6.78,0,6.78,4.77,2.01,Card
T0010493,28-05-2025,S019,P0040,C02198,In-Store,6,3.29,19.74,2.76,16.98,15.24,1.74,Cash
T0010494,18-11-2024,S010,P0146,C02932,In-Store,4,1.9,7.6,0,7.6,4.96,2.64,Cash
T0010495,10-10-2025,S027,P0102,C04047,In-Store,4,3.56,14.24,0.28,13.96,8.24,5.72,UPI
T0010496,04-05-2025,S008,P0029,,In-Store,2,8.85,17.7,0,17.7,13.34,4.36,UPI
T0010497,31-05-2025,S007,P0164,C03640,In-Store,2,59.99,119.98,25.2,94.78,75.66,19.12,Card
T0010498,26-04-2024,S016,P0144,C03675,In-Store,5,2.1,10.5,0,10.5,6.7,3.8,Cash
T0010499,12-12-2024,S029,P0096,C00590,In-Store,3,5.91,17.73,2.3,15.43,13.92,1.51,Card
T0010500,28-06-2024,S016,P0039,C03702,In-Store,5,2.19,10.95,0,10.95,7,3.95,Cash
T0010501,31-03-2025,S020,P0134,C04906,In-Store,1,5.14,5.14,0,5.14,3.5,1.64,Card
T0010502,16-07-2025,S023,P0113,C01398,In-Store,1,4.02,4.02,0,4.02,2.77,1.25,Wallet
T0010503,20-09-2025,S016,P0021,C02209,In-Store,2,2.02,4.04,0.65,3.39,2.4,0.99,Card
T0010504,04-06-2024,S023,P0048,C02196,In-Store,1,7.74,7.74,0,7.74,6.12,1.62,Card
T0010505,14-05-2025,S012,P0141,C03787,In-Store,2,2.78,5.56,0,5.56,3.54,2.02,UPI
T0010506,29-12-2024,S001,P0178,C00785,In-Store,2,45.86,91.72,0,91.72,64.4,27.32,Card
T0010507,25-04-2025,S008,P0054,C02913,In-Store,6,2.18,13.08,0,13.08,8.52,4.56,Cash
T0010508,22-03-2025,S024,P0062,C04391,In-Store,3,4.82,14.46,0,14.46,8.97,5.49,Card
T0010509,07-05-2024,S024,P0078,C01152,In-Store,3,4.53,13.59,0,13.59,7.59,6,UPI
T0010510,23-12-2024,S003,P0102,C01513,In-Store,3,3.56,10.68,0,10.68,6.18,4.5,Card
T0010511,11-10-2024,S028,P0075,C04591,In-Store,3,6.38,19.14,3.06,16.08,10.53,5.55,Card
T0010512,14-02-2024,S023,P0117,C01272,In-Store,4,4.48,17.92,1.97,15.95,11.08,4.87,UPI
T0010513,22-01-2025,S028,P0137,C01513,In-Store,4,2.09,8.36,0,8.36,5.96,2.4,Card
T0010514,26-07-2024,S026,P0051,,In-Store,3,6.76,20.28,0,20.28,14.25,6.03,Card
T0010515,18-01-2024,S011,P0137,C02309,Online,1,2.09,2.09,0,2.09,1.49,0.6,Cash
T0010516,20-09-2024,S011,P0071,C01876,In-Store,3,4.3,12.9,0,12.9,10.23,2.67,Card
T0010517,04-07-2024,S008,P0050,C03695,In-Store,6,1.33,7.98,0,7.98,5.16,2.82,Card
T0010518,05-07-2024,S029,P0170,C02222,Online,2,13.34,26.68,0,26.68,15.8,10.88,UPI
T0010519,26-04-2025,S017,P0040,C02128,In-Store,3,3.29,9.87,1.09,8.78,7.62,1.16,Cash
T0010520,10-10-2024,S001,P0119,C00117,In-Store,1,6.03,6.03,0.84,5.19,4.32,0.87,Cash
T0010521,02-07-2025,S015,P0086,C01844,In-Store,1,6.41,6.41,0,6.41,3.9,2.51,UPI
T0010522,24-02-2024,S023,P0130,C04425,In-Store,4,4.61,18.44,5.35,13.09,14,-0.91,UPI
T0010523,01-02-2024,S023,P0043,C01581,In-Store,6,2.42,14.52,0,14.52,11.34,3.18,Cash
T0010524,31-03-2025,S001,P0107,C03946,Online,2,1.29,2.58,0,2.58,1.9,0.68,UPI
T0010525,24-03-2024,S005,P0131,C00126,In-Store,4,3.23,12.92,0,12.92,9.8,3.12,Card
T0010526,28-10-2025,S008,P0083,C03965,Online,3,7.73,23.19,7.42,15.77,13.05,2.72,Cash
T0010527,20-04-2024,S020,P0151,,In-Store,2,55.81,111.62,0,111.62,84.32,27.3,Card
T0010528,12-02-2025,S015,P0049,C01303,In-Store,3,7.57,22.71,0,22.71,15.15,7.56,UPI
T0010529,04-09-2025,S009,P0066,C02441,Online,3,7.75,23.25,0,23.25,14.28,8.97,Cash
T0010530,16-06-2025,S004,P0087,C02531,Online,3,3.6,10.8,0,10.8,6.54,4.26,Card
T0010531,02-05-2025,S006,P0097,C00833,Online,1,1.68,1.68,0,1.68,0.97,0.71,Card
T0010532,19-07-2024,S012,P0042,C04681,In-Store,6,3.84,23.04,2.53,20.51,13.62,6.89,Cash
T0010533,26-04-2024,S020,P0004,C00558,In-Store,3,11.84,35.52,0,35.52,25.08,10.44,Card
T0010534,13-09-2025,S008,P0080,C03939,In-Store,2,6.18,12.36,2.35,10.01,9.58,0.43,Cash
T0010535,27-07-2025,S005,P0178,,In-Store,2,45.86,91.72,0,91.72,64.4,27.32,UPI
T0010536,07-09-2024,S027,P0149,C03757,In-Store,6,5.59,33.54,9.73,23.81,24.96,-1.15,Cash
T0010537,20-05-2025,S015,P0007,C00945,In-Store,1,2.45,2.45,0,2.45,1.35,1.1,Card
T0010538,15-11-2024,S018,P0031,C00196,In-Store,4,4.37,17.48,0,17.48,11,6.48,Card
T0010539,17-05-2025,S021,P0059,C04468,In-Store,1,5.72,5.72,0,5.72,3.38,2.34,Cash
T0010540,28-06-2024,S007,P0147,C04615,In-Store,5,5.41,27.05,2.98,24.07,15.75,8.32,Card
T0010541,22-11-2024,S008,P0068,C01738,In-Store,1,6.08,6.08,0,6.08,3.45,2.63,Cash
T0010542,19-06-2024,S001,P0135,C01397,In-Store,5,5.42,27.1,4.88,22.22,15.4,6.82,Card
T0010543,30-07-2024,S023,P0018,C00851,In-Store,1,5.78,5.78,0,5.78,3.48,2.3,Card
T0010544,26-01-2024,S015,P0005,C04357,In-Store,3,10.45,31.35,0,31.35,18.57,12.78,Card
T0010545,11-03-2024,S025,P0086,C00371,In-Store,3,6.41,19.23,3.27,15.96,11.7,4.26,Cash
T0010546,05-06-2025,S011,P0093,C02514,In-Store,2,7.9,15.8,0,15.8,11.78,4.02,UPI
T0010547,14-04-2024,S030,P0043,C00505,In-Store,4,2.42,9.68,0,9.68,7.56,2.12,Cash
T0010548,01-06-2025,S020,P0124,C01487,In-Store,6,7.17,43.02,4.3,38.72,25.08,13.64,Card
T0010549,07-03-2024,S010,P0125,C03286,In-Store,2,6.01,12.02,0,12.02,9.12,2.9,Cash
T0010550,24-09-2024,S025,P0180,C00336,In-Store,1,48.07,48.07,0,48.07,27.46,20.61,Cash
T0010551,14-09-2024,S007,P0097,C02935,In-Store,2,1.68,3.36,0,3.36,1.94,1.42,Cash
T0010552,27-03-2024,S007,P0053,C02868,In-Store,6,1.95,11.7,0,11.7,7.8,3.9,Card
T0010553,25-11-2024,S021,P0006,C04953,In-Store,5,5.43,27.15,0,27.15,19.7,7.45,UPI
T0010554,18-04-2025,S026,P0062,C02997,Online,3,4.82,14.46,2.75,11.71,8.97,2.74,Card
T0010555,27-11-2024,S003,P0059,C03456,In-Store,1,5.72,5.72,0,5.72,3.38,2.34,UPI
T0010556,28-02-2025,S022,P0003,C04733,In-Store,5,7.23,36.15,0,36.15,24.3,11.85,Card
T0010557,15-10-2024,S018,P0149,C01751,In-Store,4,5.59,22.36,5.37,16.99,16.64,0.35,Card
T0010558,01-07-2025,S013,P0087,C02997,In-Store,3,3.6,10.8,0,10.8,6.54,4.26,Card
T0010559,29-09-2025,S003,P0153,C00652,In-Store,1,21.64,21.64,3.25,18.39,16.52,1.87,UPI
T0010560,15-02-2025,S028,P0114,C03612,In-Store,2,7.25,14.5,0,14.5,8.24,6.26,Card
T0010561,21-01-2024,S027,P0040,C01502,In-Store,6,3.29,19.74,2.37,17.37,15.24,2.13,Card
T0010562,27-09-2025,S020,P0007,C00423,In-Store,5,2.45,12.25,0,12.25,6.75,5.5,Cash
T0010563,26-09-2025,S012,P0008,C03820,In-Store,4,8.37,33.48,0,33.48,26.76,6.72,Card
T0010564,14-01-2024,S027,P0162,C01700,In-Store,2,42.91,85.82,0,85.82,51.7,34.12,Card
